4,39774867549432
4,18288075553153
3,6857755346251
3,32581012320876
2,95890169745115
2,71772536154112
2,62854055337873
2,48995956969766
2,37202814920377
2,14384983926346
1,90133534832712
1,82849803439374
1,66630003482723
1,58728368749894
1,53788293556089
1,41593746490094
1,30878814475278
1,23186668520886
1,12809989323744
1,05902811213648
1,00770705167334
0,964788718237693
0,909400936226036
0,858073919573183
0,816592925039067
0,782193713745714
0,766002639129554
0,75523485194954
0,712797864602071
0,735891850066855
0,727813177079747
0,719441981583623
0,687709210847138
0,701327087979937
0,655156668762097
0,641730062561716
0,621660884441198
0,586369337965271
0,568999316578964
0,54137104154987
0,516225993719774
0,487120232380882
0,483007196927953
0,466904236572182
0,450470981959767
0,429788754699486
0,418060960746638
0,408855902874843
0,392587654357076
0,379878629289502
0,375231988765807
0,359929337651622
0,341367888634593
0,335986226874344
0,323924123381463
0,315850364248037
0,30589776014249
0,297796213499148
0,290827156882607
0,280005371160354
0,275822356536154
0,266197650177054
0,260169723006543
0,256287039022484
0,247863219185616
0,242320833937652
0,236284875830002
0,230008177879196
0,227960857355706
0,22248231331014
0,216582477565651
0,212615676838414
0,208646958287238
0,204624788783425
0,19731854626474
0,19409229469738
0,186064475710809
0,181937413129552
0,179623194494526
0,174600558437071
0,169632933053351
0,165053365745985
0,160488871613779
0,156458253867155
0,153690196058471
0,151519409922885
0,146167278131172
0,144321487133676
0,140674578070964
0,138884536878761
0,136753671994166
0,132857761980837
0,130593759978189
0,129011438978023
0,126856498353011
0,124984709940922
0,125005260452778
0,122436305938868
0,121926444433383
0,120819326370071
0,120908886478958
0,119797516816542
0,11969292127386
0,119134761376048
0,117684455743178
0,117348580978078
0,117635633589719
0,1174482630176
0,116752612248454
0,11866380207158
0,115978475194773
0,117827385996504
0,116426442831583
0,116744159230307
0,115764736692678
0,114680742472781
0,11580759539744
0,113916599053168
0,11431289197323
0,113392808021746
0,111044067956116
0,112070850843069
0,110891760339422
0,109537316405987
0,109338959533197
0,106632321846678
0,105378015957462
0,105181246440185
0,103626190873041
0,101831187850278
0,102055184946495
0,0998996889102792
0,0987823693216639
0,0972976941468866
0,0968684229731019
0,0951386115347995
0,0940586201357871
0,0933079903404167
0,0925131165229394
0,0913661347939364
0,089525665653295
0,0887654965101854
0,0884680718442464
0,0862995964601092
0,0865772101753188
0,0847426309705655
0,0840401055351149
0,083051035289394
0,0822831710366357
0,0811826306295645
0,0798272774492876
0,0797020393162516
0,0787247221270981
0,0775357782000077
0,0772999896674733
0,0761106299710122
0,0757404256171102
0,075290253670702
0,0750358883671004
0,0742232552182859
0,0752583627748682
0,0749774957944322
0,0747817453558549
0,0735419993575965
0,0733723245568004
0,0725036892155637
0,0719742857071344
0,0712463726208913
0,0701252704542162
0,0700747333591066
0,068872533233889
0,0680938458014473
0,0678069792482057
0,0664616632563204
0,0659101542675983
0,065260439736951
0,0646992656032846
0,0637785710199014
0,063418534998016
0,0624884983162628
0,061930405841357
0,0614759468467489
0,060834094729826
0,0603105183536725
0,0596823861430594
0,0587569648491539
0,058595928777868
0,0576419541148225
0,0574130718720599
0,0569591692370925
0,0568443676152454
0,0559651237946333
0,0553896132312095
0,0552595898997854
0,0546447441892295
0,054399610072967
0,0536718990181205
0,0533755274951213
0,0529469067844624
0,0523398878825483
0,0523435955730356
0,0513913057173005
0,0514682503418416
0,0506135879991267
0,0505037544114855
0,0499363365787794
0,049480364731766
0,0489357008277191
0,0489465435137051
0,0486424837088257
0,0483113394037794
0,0478275644212922
0,0478498922218155
0,0473300720913579
0,046909152114908
0,0468790040074242
0,0465777227397605
0,0459134476157009
0,0458163511808289
0,0457675526501784
0,045331052840222
0,0448172943393136
0,0446033428654094
0,044292215163601
0,0441989722238494
0,044053537039489
0,0438343963369593
0,0435463417322739
0,0432913375714252
0,0432110294603188
0,0427438876518375
0,0424857110683453
0,0421881127214285
0,0420970522557876
0,0420315585361209
0,0418550804974008
0,0414513310100506
0,0410720769807501
0,0408158768921181
0,0405301359237809
0,0406563309952556
0,040387850278518
0,0401012244273237
0,0396500521196283
0,0392767256214214
0,0390102976328795
0,0390751591546074
0,0387756773233074
0,0383487617445309
0,0380881319251078
0,037616518614609
0,0376310718276522
0,0374298227058114
0,0369869425294478
0,0367506026978218
0,0365002084616465
0,0363411533638737
0,0359833866819843
0,0359194901413453
0,035527795096677
0,0353108848362994
0,0348825122885224
0,0348628428321856
0,0345062597302569
0,0342849231394109
0,0339338086955125
0,0336399437083382
0,03334487850045
0,0332503356947476
0,0329258031136981
0,0326779799211063
0,0324035403145518
0,0321049194725137
0,032050212132725
0,031609457550706
0,0316314938718482
0,0311645518060667
0,0309879108643514
0,030713307122547
0,0303559589856364
0,0302041691874107
0,0301147300804716
0,0296318442493816
0,0295238677989979
0,0293208585156273
0,0290166506205578
0,0289134191247244
0,0285447791638611
0,0283559710010137
0,0280437067858726
0,0279399041384405
0,0277331079385388
0,0275268948344555
0,0273290553348492
0,0269552996981976
0,0270285807532763
0,0266468028768897
0,0264675385605081
0,0261800873707556
0,026092528122869
0,0259603589009453
0,0257576238239782
0,0256205347562992
0,025378535363168
0,0253076449870426
0,0250670012788606
0,0248846070726592
0,0248474763728411
0,0246755318868411
0,0244765437027845
0,024379072777371
0,0242833601437432
0,0242076951675162
0,0241064297008207
0,0239862955418292
0,0239042848949934
0,0238342157527379
0,0236965634712705
0,0235301534063356
0,0233841353126342
0,0233174233458325
0,0232133444129083
0,0230428004174606
0,0228917462887122
0,0227944037554709
0,0225685648314095
0,0224864666739004
0,0223001125281166
0,0221911229343521
0,0219982508572305
0,0218896726394643
0,0217577323189172
0,021587352439313
0,0215028314407234
0,0213121519620541
0,0212043800408897
0,0210979717185496
0,02097676999538
0,0208450425817329
0,0207141647595341
0,0205678758655699
0,0204844431593692
0,0204106696183018
0,0202304724027924
0,0200982809166906
0,0200135275248202
0,0198654342863364
0,0198082328608252
0,0197093856648885
0,0195801297133614
0,0195216814052813
0,0194094765401994
0,0192903647791822
0,0192420519640915
0,0191418259361509
0,019022954762873
0,0189450566963172
0,0188694741547798
0,0187329553185464
0,0186853481300955
0,0185703129377198
0,0185010982882391
0,0184173709990742
0,0183417864950062
0,0182613823279209
0,0181663234476152
0,0180748037292395
0,0180225642891907
0,0179547224236751
